date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
2669.84,67,47594,3454.55
2671.15,67,47594,3453.24
2671.15,68,48028,3480.37
2684.03,68,48028,3467.48
2684.03,67,47443,3458.42
2689.85,67,47443,3452.6
2689.85,68,48611,3525.6
2700,68,48611,3424.45
2700,68,48611,3515.45
2711.54,68,48611,3503.91
2711.54,67,48177,3466.11
2714.04,67,48177,3463.61
2714.04,68,48721,3497.61
2723,68,48721,3488.65
2723,69,48905,3500.15
2739.6,69,48905,3483.55
2739.6,70,49049,3492.55
2752.44,70,49049,3479.71
2752.44,67,48036,3442.09
2754.56,67,48036,3439.98
2754.56,68,48470,3467.1
2763.15,68,48470,3458.51
2763.15,69,48614,3467.51
2764.97,69,48614,3465.69
2764.97,68,47806,3427.88
2777.49,68,47806,3415.37
2777.49,69,47950,3424.37
2790.52,69,47950,3411.34
2790.52,68,47875,3398.93
2791.96,68,47875,3397.49
2791.96,69,48460,3434.05
2799.78,69,48460,3426.23
2799.78,68,48035,3422.12
2805.08,68,48035,3416.82
2805.08,69,48460,3443.38
2818.09,69,48460,3430.38
2818.09,70,48535,3435.07
2827.32,70,48535,3425.83
2827.32,71,49120,3462.4
2840.95,71,49120,3448.76
2840.95,70,49045,3444.67
2843.74,70,49045,3441.88
2843.74,71,49853,3492.38
2850.21,71,49853,3485.91
2850.21,70,49778,3481.8
2852.49,70,49778,3479.53
2852.49,69,48970,3470.02
2857.39,69,48970,3465.12
2857.39,70,49124,3474.74
2859.47,70,49124,3472.67
2859.47,69,48699,3468.56
2872.97,69,48699,3455.06
2872.97,70,49133,3482.18
2892.68,70,49133,3462.47
2892.68,71,49277,3471.47
2893.39,71,49277,3470.76
2893.39,70,48469,3461.25
2901.28,70,48469,3453.36
2901.28,71,49054,3489.92
2914.1,71,49054,3477.1
2914.1,72,50818,3587.35
2923.9,72,50818,3577.56
2923.9,73,50893,3582.25
2935.64,73,50893,3570.5
2935.64,72,50709,3553.23
2939.94,72,50709,3548.93
2939.94,73,51294,3585.49
2944.59,73,51294,3580.84
2944.59,74,51448,3590.46
2947.98,74,51448,3587.08
2947.98,75,51882,3614.2
2962.12,75,51882,3600.06
2962.12,74,51698,3591.87
2972.17,74,51698,3581.82
2972.17,75,52283,3618.38
2988.17,75,52283,3602.38
2988.17,76,52687,3627.63
2988.6,76,52687,3627.2
2988.6,75,52543,3619.01
2995.21,75,52543,3612.4
2995.21,74,52287,3604.23
2997.63,74,52287,3601.81
2997.63,73,52031,3564.01
2997.63,72,51597,3526.2
2998.06,72,51597,3525.78
2998.06,73,51853,3541.78
3000,73,51853,3448.84
3000,73,51853,3539.84
3022.34,73,51853,3517.5
3022.34,74,52765,3574.5
3030.77,74,52765,3566.06
3030.77,73,52621,3548.79
3032.43,73,52621,3547.13
3032.43,72,52546,3538.06
3035.33,72,52546,3535.17
3035.33,73,54338,3647.17
3037.38,73,54338,3645.12
3037.38,72,54082,3636.94
3041.69,72,54082,3632.63
3041.69,71,54007,3628.52
3050.35,71,54007,3619.87
3050.35,72,54815,3670.37
3050.95,72,54815,3669.77
3050.95,71,54740,3665.66
3057.29,71,54740,3659.31
3057.29,70,54556,3651.07
3058.21,70,54556,3650.15
3058.21,71,55364,3700.65
3059.71,71,55364,3699.15
3059.71,70,55220,3690.91
3060.2,70,55220,3690.42
3060.2,69,55066,3686.31
3066.32,69,55066,3680.2
3066.32,68,54632,3672.02
3070.22,68,54632,3668.12
3070.22,69,54908,3685.37
3070.51,69,54908,3685.08
3070.51,68,54833,3672.67
3079.77,68,54833,3663.42
3079.77,67,54679,3654.35
3079.77,67,54679,3650.25
3083.77,67,54679,3646.49
3083.77,66,54535,3638.3
3090.38,66,54535,3632.11
3090.38,65,54279,3623.93
3099.44,65,54279,3615.44
3099.44,66,56071,3727.44
3099.46,66,56071,3727.42
3099.46,65,55815,3719.18
3115.55,65,55815,3704.1
3115.55,66,56427,3742.35
3118.29,66,56427,3739.78
3118.29,65,56283,3722.51
3124.9,65,56283,3716.31
3124.9,64,56099,3708.14
3127.07,64,56099,3706.1
3127.07,64,56099,3710.79
3136.33,64,56099,3701.53
3136.33,64,56099,3697.42
3138.58,64,56099,3695.31
3138.58,63,55955,3685.8
3139.46,63,55955,3684.98
3139.46,62,55811,3675.92
3145.19,62,55811,3670.18
3145.19,61,55667,3662.01
