consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_success,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on
31700569.637379,16240.030000,262.951549,847.552528,408.906368,3.909175,222.113519,70.702774,32,801,801,0,801,2.994782,3.700488,1.000000,256450.464000,19920.095774,78866.039050,1189.500000,25606.880000
