date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
1140,2,400,91.6172
1140,2,400,91.6172
1140,2,400,91.6172
1141.63,2,400,90.31
1141.63,1,144,60.4838
1145.94,1,144,56.1745
1145.94,0,0,0
1147.51,0,0,0
1147.51,0,0,0
1149.31,0,0,0
1149.31,1,600,158.549
1150.89,1,600,157.363
1150.89,1,600,156.678
1152.55,1,600,155.64
1152.55,1,600,114.075
1162.61,1,600,134.473
1162.61,2,1408,209.275
1177.53,2,1408,199.014
1177.53,2,1408,208.014
1181.92,2,1408,204.449
1181.92,3,3600,313.594
1184.14,3,3600,311.69
1184.14,3,3600,305.462
1200,3,3600,293.379
1200,3,3600,293.379
1200,3,3600,293.379
1203.71,3,3600,290.549
1203.71,3,3600,284.271
1206,3,3600,282.744
1206,2,3000,269.66
1208.77,2,3000,267.039
1208.77,3,3184,276.723
1215.47,3,3184,270.372
1215.47,2,2376,317.002
1215.57,2,2376,316.929
1215.57,0,0,0
1225.22,0,0,0
1225.22,0,0,0
1231.52,0,0,0
1231.52,0,0,0
1232.01,0,0,0
1232.01,1,425,218.486
1232.96,1,425,217.535
1232.96,2,859,267.033
1237.62,2,859,262.374
1237.62,2,859,239.513
1242.05,2,859,235.08
1242.05,1,434,194.797
1246.29,1,434,191.164
1246.29,0,0,0
1246.91,0,0,0
1246.91,0,0,0
1260,0,0,0
1260,0,0,0
1260,0,0,0
1267.06,0,0,0
1267.06,0,0,0
1273.07,0,0,0
1273.07,0,0,0
1282.33,0,0,0
1282.33,0,0,0
1287.15,0,0,0
1287.15,0,0,0
1296.41,0,0,0
1296.41,0,0,0
1297.34,0,0,0
1297.34,0,0,0
1299.83,0,0,0
1299.84,0,0,0
1300.47,0,0,0
1300.47,1,1168,230.542
1319.82,1,1168,217.643
1319.82,1,1168,233.643
1320,1,1168,233.482
1320,1,1168,233.482
1320,1,1168,233.482
1325.57,1,1168,228.533
1325.57,2,2932,330.066
1326.43,2,2932,329.241
1326.43,2,2932,323.792
1341.52,2,2932,310.587
1341.52,3,3366,328.545
1353.11,3,3366,318.345
1353.11,4,5158,387.286
1366.92,4,5158,375.072
1366.92,5,6950,443.995
1377.33,5,6950,434.784
1377.33,6,7375,451.13
1380,6,7375,448.767
1380,6,7375,448.767
1380,6,7375,448.767
1383.53,6,7375,445.645
1383.53,5,6950,445.434
1385.85,5,6950,443.38
1385.85,5,6950,435.745
1387.24,5,6950,434.57
1387.24,5,6950,428.72
1389.14,5,6950,427.258
1389.14,4,5782,453.455
1390.02,4,5782,452.58
1390.02,5,7974,550.786
1394.65,5,7974,546.15
1394.65,2,3984,434.244
1395.24,2,3984,433.656
1395.24,2,3984,433.656
1414.99,2,3984,413.906
1414.99,3,4168,423.954
1421.19,3,4168,417.755
1421.19,1,2192,418.994
1425,1,2192,415.183
1425,2,3000,452.45
1438.96,2,3000,438.492
1438.96,3,3425,444.731
1440,3,3425,443.69
1440,3,3425,431.745
1440,3,3425,431.745
1447.67,3,3425,424.074
1447.67,2,3000,418.337
1455.41,2,3000,410.937
1455.41,3,4792,485.867
1469.85,3,4792,472.026
1469.85,2,2600,378.852
1473.93,2,2600,374.974
1473.93,3,2928,390.743
1475.45,3,2928,389.301
1475.45,4,4384,455.843
1481.27,4,4384,450.28
1481.28,3,3576,437.716
1488.74,3,3576,430.587
1488.74,4,5340,504.913
1500,4,5340,494.089
1500,4,5340,494.089
1500,4,5340,494.089
1500.95,4,5340,493.172
1500.95,4,5340,496.056
1510.21,4,5340,486.799
1510.21,4,5340,484.271
1515.13,4,5340,479.541
1515.13,5,7132,548.464
1522.04,5,7132,541.817
1522.04,4,5340,485.618
1526.9,4,5340,480.757
1526.9,4,5340,475.18
1530.64,4,5340,471.584
1530.64,5,5494,477.507
1535.6,5,5494,472.74
1535.6,5,5494,466.89
1546.89,5,5494,456.907
1546.89,6,6079,479.407
1559.89,6,6079,467.908
1559.89,7,7011,503.754
1560,7,7011,503.652
1560,7,7011,503.652
1560,7,7011,503.652
1568.28,7,7011,496.325
1568.28,8,7086,499.21
1580.2,8,7086,488.669
1580.2,9,7161,491.554
1590.48,9,7161,482.459
1590.48,8,6833,525.633
1591.52,8,6833,524.592
1591.52,7,6679,524.381
1596.97,7,6679,518.934
1596.97,8,8471,587.857
1607.16,8,8471,577.662
1607.16,6,8321,588.29
1607.56,6,8321,587.928
1607.56,7,9129,621.595
1616.42,7,9129,613.471
1616.42,7,9129,623.797
1616.42,7,9129,635.062
1617.04,7,9129,634.551
1617.04,7,9129,625.556
1620,7,9129,622.846
1620,7,9129,622.846
1620,7,9129,622.846
1637.48,7,9129,606.821
1637.48,8,9714,631.196
1646.74,8,9714,622.713
1646.74,9,10139,640.421
1648.93,9,10139,638.41
1648.93,9,10139,748.034
1650.69,9,10139,747.151
1650.69,9,10139,766.977
1650.85,9,10139,766.924
1650.85,10,11851,852.551
1653.54,10,11851,851.476
1653.54,10,11851,871.552
1663.52,10,11851,868.401
1663.52,9,11266,860.769
1667.38,9,11266,859.55
1667.38,9,11266,972.892
1674.3,9,11266,972.078
1674.3,10,12178,1025.72
1680,10,12178,1025.05
1680,10,12178,1025.05
1680,10,12178,1025.05
1680.03,10,12178,1025.05
1680.03,9,10722,616.621
1680.62,9,10722,616.033
1680.62,10,11156,631.533
1685.18,10,11156,626.969
1685.18,9,9392,575.276
1698.31,9,9392,562.144
1698.31,10,9668,573.644
1705.93,10,9668,566.022
1705.93,3,2900,537.423
1712.03,3,2900,531.323
1712.04,3,2900,531.323
1715.2,3,2900,528.157
1715.2,4,3485,539.107
1727.66,4,3485,526.648
1727.66,4,3485,483.94
1739.57,4,3485,475.006
1739.57,5,3669,499.089
1740,5,3669,498.682
1740,5,3669,498.682
1740,5,3669,498.682
1747.07,5,3669,491.961
1747.08,4,3485,446.278
1757.99,4,3485,438.089
1757.99,4,3485,400.064
1759.05,4,3485,399.799
1759.05,5,4097,489.843
1764.37,5,4097,485.286
1764.37,5,4097,492.143
1770.98,5,4097,485.849
1770.98,5,4097,479.621
1773.56,5,4097,477.413
1773.56,4,3821,470.983
1775.97,4,3821,468.694
1775.97,5,4005,477.64
1777.55,5,4005,476.132
