time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
3909.01,10,0,0,4,18
3909.01,10,0,0,3,19
3909.01,10,0,0,2,20
3909.01,10,0,2,0,20
3910.07,8,2,2,0,20
3915.11,10,2,0,0,20
3997.52,10,2,0,1,19
4008.18,10,2,0,3,17
4008.18,10,2,0,1,19
4015.98,10,2,0,3,17
4015.98,10,2,0,1,19
4015.98,10,2,0,0,20
4040.07,10,2,0,1,19
4041.98,10,2,0,3,17
4041.98,10,2,0,2,18
4041.98,10,2,0,0,20
4042.46,10,2,0,4,16
4042.46,10,2,0,2,18
4042.46,10,2,0,0,20
4049.07,10,2,0,2,18
4049.07,10,2,0,0,20
4058.71,10,2,0,1,19
4061.59,10,0,0,3,19
4061.59,10,0,0,2,20
4061.59,10,0,0,0,22
4068.2,10,0,0,2,20
4068.94,10,0,0,4,18
4068.94,10,0,0,0,22
4077.87,10,0,0,4,18
4077.87,10,0,0,0,22
4104.49,10,0,0,1,21
4104.49,10,0,0,0,22
4150.1,10,0,0,1,21
4150.1,10,0,1,0,21
4156.2,11,0,0,0,21
4156.63,11,0,0,4,17
4156.63,11,0,0,0,21
4165.56,11,0,0,4,17
4165.56,11,0,0,0,21
4182.93,11,0,0,2,19
4182.93,11,0,0,0,21
4189.54,11,0,0,2,19
4189.54,11,0,0,0,21
4192.56,11,0,0,4,17
4192.56,11,0,0,3,18
4192.56,11,0,0,1,20
4192.56,11,0,0,0,21
4273.98,11,0,0,2,19
4273.98,11,0,0,0,21
4280.58,11,0,0,2,19
4280.58,11,0,0,0,21
4281.07,11,0,0,1,20
4281.07,11,0,0,2,19
4281.07,11,0,0,0,21
4295.49,11,0,0,1,20
4317.5,11,0,0,5,16
4317.5,11,0,0,1,20
4321.5,11,0,0,5,16
4321.5,11,0,0,1,20
4321.97,11,0,0,2,19
4321.97,11,0,0,0,21
4333.51,11,0,0,2,19
4333.51,11,0,0,1,20
4338.18,11,0,0,5,16
4342.66,11,0,0,7,14
4343.15,11,0,0,9,12
4353.67,11,0,0,11,10
4355.16,11,0,0,9,12
4361.17,11,0,0,7,14
4380,10,1,0,7,14
4382.47,10,1,0,6,15
4384.05,10,1,0,8,13
4384.05,10,1,0,7,14
4391.73,10,1,0,8,13
4397,10,1,0,6,15
4403.61,10,1,0,8,13
4415.12,10,1,0,7,14
4417.24,10,1,0,9,12
4422.02,10,1,0,10,11
4432.9,10,1,0,9,12
4437.09,10,1,0,7,14
4442.16,10,1,0,8,13
4448.05,10,1,0,7,14
4455.34,10,1,0,9,12
4455.81,10,1,0,8,13
4457.31,10,1,0,9,12
4465.07,10,1,0,10,11
4487.8,10,1,0,6,15
4490.97,10,1,0,7,14
4490.97,10,1,0,6,15
4499.17,10,1,0,8,13
4502.12,10,1,0,10,11
4503.63,10,1,0,11,10
4504.48,10,1,0,15,6
4531.52,10,0,0,16,6
4531.52,10,0,0,0,22
4533.08,10,0,0,16,6
4533.08,10,0,0,0,22
4558.99,10,0,0,16,6
4558.99,10,0,0,0,22
4560,9,1,0,0,22
4564.58,9,1,0,16,6
4564.58,9,1,0,14,8
4564.58,9,1,0,13,9
4564.58,9,1,0,11,11
4564.58,9,1,0,9,13
4564.58,9,1,0,7,15
4564.58,9,1,0,5,17
4564.58,9,1,0,3,19
4571.18,9,1,0,5,17
