date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
801.669,0,0,0
801.669,1,154,136.473
806.289,1,154,131.854
806.289,2,579,185.254
809.36,2,579,182.183
809.36,3,723,192.469
810.259,3,723,191.57
810.259,2,569,186.563
814.437,2,569,182.385
814.437,1,144,144
817.328,1,144,144
817.328,1,144,155.147
825.282,1,144,147.193
825.282,2,298,162.593
826.585,2,298,161.29
826.585,2,298,154.716
836.033,2,298,146.212
836.033,3,883,190.337
840,3,883,186.654
840,3,883,194.83
840,3,883,207.408
842.878,3,883,204.53
842.878,2,739,189.66
846.1,2,739,186.438
846.1,2,739,186.438
849.487,2,739,183.051
849.487,0,0,0
857.168,0,0,0
857.168,1,328,167.609
861.417,1,328,163.36
861.417,2,403,174.075
870.6,2,403,164.892
870.6,0,0,0
879.857,0,0,0
879.857,0,0,0
881.541,0,0,0
881.541,0,0,0
887.284,0,0,0
887.284,0,0,0
898.769,0,0,0
898.769,0,0,0
900,0,0,0
900,0,0,0
900,0,0,0
904.844,0,0,0
904.844,0,0,0
904.869,0,0,0
904.869,0,0,0
906.1,0,0,0
906.1,0,0,0
913.888,0,0,0
913.888,0,0,0
924.519,0,0,0
924.519,0,0,0
929.757,0,0,0
929.757,0,0,0
933.776,0,0,0
933.776,0,0,0
937.997,0,0,0
937.997,0,0,0
955.76,0,0,0
955.76,0,0,0
958.412,0,0,0
958.412,0,0,0
960,0,0,0
960,0,0,0
960,0,0,0
961.029,0,0,0
961.029,0,0,0
966.1,0,0,0
966.1,0,0,0
967.053,0,0,0
967.053,0,0,0
967.107,0,0,0
967.107,0,0,0
975.146,0,0,0
975.146,0,0,0
976.31,0,0,0
976.31,0,0,0
992.477,0,0,0
992.477,0,0,0
994.423,0,0,0
994.423,0,0,0
995.991,0,0,0
995.991,0,0,0
1012.68,0,0,0
1012.68,0,0,0
1020,0,0,0
1020,0,0,0
1020,0,0,0
1020.14,0,0,0
1020.14,0,0,0
1020.63,0,0,0
1020.63,0,0,0
1022.49,0,0,0
1022.49,0,0,0
1026.1,0,0,0
1026.1,0,0,0
1028.59,0,0,0
1028.59,0,0,0
1028.84,0,0,0
1028.84,1,932,441.179
1033.43,1,932,436.593
1033.43,2,1366,476.047
1045.79,2,1366,463.683
1045.79,2,1366,449.856
1052.88,2,1366,444.055
1052.88,1,434,351.723
1057.29,1,434,347.313
1057.29,2,2226,529.712
1069.69,2,2226,517.312
1069.69,3,2370,529.312
1080,3,2370,519.005
1080,3,2370,519.005
1080,3,2370,519.005
1084.27,3,2370,514.731
1084.27,4,2804,550.898
1090.53,4,2804,544.646
1090.53,5,3080,567.646
1094.43,5,3080,563.745
1094.43,5,3080,551.661
1099.48,5,3080,547.032
1099.48,6,4844,694.032
1122.07,6,4844,673.319
1122.07,7,5100,694.653
1133.26,7,5100,684.396
1133.26,8,5244,696.396
1140,8,5244,690.219
1140,8,5244,649.202
1140,8,5244,649.202
1149.31,8,5244,640.609
1149.31,9,5844,686.763
1162.61,9,5844,674.489
1162.61,10,6652,736.643
1177.53,10,6652,722.866
1177.53,11,6796,733.943
1181.92,11,6796,729.892
1181.92,12,8988,876.668
1200,12,8988,859.792
1200,12,8988,777.111
1200,12,8988,777.111
1204.82,12,8988,772.572
1204.82,10,6762,715.165
1208.77,10,6762,711.48
1208.77,11,6946,723.747
1232.01,11,6946,702.058
1232.01,12,7371,730.391
1232.96,12,7371,729.504
1232.96,13,7805,758.437
1235.97,13,7805,755.631
1235.97,12,7661,761.73
1242.58,12,7661,755.121
1242.58,11,7227,735.869
1246.29,11,7227,732.154
1246.29,10,6951,791.229
1246.91,10,6951,790.605
1246.91,11,7376,818.939
1250.28,11,7376,815.569
1250.28,10,5612,697.701
1260,10,5612,687.984
1260,10,5612,687.984
1260,10,5612,687.984
1267.06,10,5612,680.924
1267.06,11,6197,719.924
1273.07,11,6197,713.912
1273.07,12,6272,718.912
1274.41,12,6272,717.57
1274.41,12,6272,707.903
1287.15,12,6272,696.013
1287.15,13,6347,701.013
1291.52,13,6347,696.937
1291.52,12,6091,689.105
1300.47,12,6091,680.154
1300.47,13,7259,758.021
1319.82,13,7259,738.673
1319.82,14,7403,748.273
1320,14,7403,748.091
1320,14,7403,792.719
1320,14,7403,792.719
1325.57,14,7403,787.152
1325.57,15,9167,897.402
1341.52,15,9167,881.45
1341.52,16,9601,908.575
1345.77,16,9601,904.321
1345.77,15,9457,923.315
1351.52,15,9457,917.567
1351.52,14,9313,916.882
1352.38,14,9313,916.021
1352.38,13,9129,907.847
1353.11,13,9129,907.12
1353.11,14,10921,1019.12
1353.6,14,10921,1018.63
1353.6,13,10846,1014.51
1358.13,13,10846,1009.98
